Partner.Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Post-demographic dividend,1.9372E+13,2.07919E+13,2.09378E+13,2.24217E+13,2.48589E+13,2.49894E+13,2.45184E+13,2.46225E+13,2.58468E+13,2.62897E+13,2.60445E+13,2.71646E+13,3.04733E+13,3.3859E+13,3.56413E+13,3.74878E+13,4.08843E+13,4.31963E+13,4.06719E+13,4.24109E+13,4.55285E+13,4.5463E+13,4.58602E+13,4.67897E+13,4.42804E+13,4.52574E+13,4.7087E+13
French Polynesia,3267367610,3558215110,3694600400,3522272321,3982374846,3954696874,3567062512,3775160797,3797016069,3447543138,,,,,,,,,,,,,,,,,
Qatar,6883516484,7646153984,7156593654,7374450769,8137911978,9059340385,11297802115,10255495027,12393131868,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,1.1527E+11,97798351648,1.25122E+11,1.67775E+11,1.86834E+11,1.98728E+11,2.06225E+11,1.64641E+11,1.52452E+11,1.67605E+11
Romania,28998684211,25121666667,26362894737,30074440483,37662075750,37182938696,35838588170,41976002704,36183003978,37438527800,40716836998,46174557556,59867801205,76216441462,99697566668,1.23533E+11,1.75934E+11,2.13605E+11,1.72612E+11,1.66658E+11,1.84367E+11,1.71665E+11,1.91549E+11,1.99493E+11,1.77911E+11,1.87806E+11,2.11803E+11
Russian Federation,5.17963E+11,4.60291E+11,4.35084E+11,3.95077E+11,3.95531E+11,3.9172E+11,4.04927E+11,2.70953E+11,1.95906E+11,2.59708E+11,3.06603E+11,3.4511E+11,4.30348E+11,5.91017E+11,7.64017E+11,9.89931E+11,1.29971E+12,1.66084E+12,1.22264E+12,1.52492E+12,2.05166E+12,2.21026E+12,2.29713E+12,2.06366E+12,1.3684E+12,1.28473E+12,1.57752E+12
Rwanda,1911600970,2029026704,1971525999,753636370.5,1293535011,1382334879,1851558302,1989343495,1817654508,1734938652,1674685248,1677552332,1846198771,2088961969,2581313486,3152324689,3824788145,4860093843,5378925895,5773084568,6563320570,7334917697,7621923308,8016591928,8277613194,8475681533,9136689514
South Asia,3.57724E+11,3.7983E+11,3.7624E+11,4.26649E+11,4.74034E+11,5.18625E+11,5.44006E+11,5.51628E+11,5.90949E+11,6.14756E+11,6.30832E+11,6.6325E+11,7.74467E+11,8.97927E+11,1.02864E+12,1.17624E+12,1.48869E+12,1.51564E+12,1.66559E+12,2.04214E+12,2.272E+12,2.29791E+12,2.35685E+12,2.58199E+12,2.69527E+12,2.90312E+12,3.29174E+12
Saudi Arabia,1.32223E+11,1.37088E+11,1.32968E+11,1.35175E+11,1.43343E+11,1.58662E+11,1.65964E+11,1.46775E+11,1.61717E+11,1.89515E+11,1.84137E+11,1.89606E+11,2.15808E+11,2.58742E+11,3.2846E+11,3.769E+11,4.15965E+11,5.19797E+11,4.29098E+11,5.28207E+11,6.71239E+11,7.35975E+11,7.46647E+11,7.5635E+11,6.5427E+11,6.44936E+11,6.83827E+11
Sudan,11379222222,7034219713,8881785938,12794192334,13829744879,9018243044,11681494637,11250327988,10682045258,12257418326,13182979784,14803189093,17646503525,21457470203,26524538566,35822408612,45898948564,54526580232,53150209168,65634109237,67327289320,68125631150,72065940086,82151588419,97156119150,95584380032,1.17488E+11
Senegal,5617236033,6004885321,5678827999,3877196915,4878719133,5065830414,4672503920,5030344074,5144045360,4679604754,4877602060,5333862371,6858952880,8031344381,8707015771,9358710935,11284603071,13439023281,12814961485,12948906289,14390776644,14225310519,14851057085,15304363138,13640668374,14683747154,16374743753
Singapore,45474442836,52156414979,60644572348,73777792327,87890009877,96403758865,1.00164E+11,85707636233,86283126844,95833932715,89286208629,91941192896,97001377569,1.14189E+11,1.27418E+11,1.47797E+11,1.79981E+11,1.92226E+11,1.92408E+11,2.36422E+11,2.75967E+11,2.90674E+11,3.04454E+11,3.11539E+11,3.04098E+11,3.09764E+11,3.23907E+11
Solomon Islands,320355090.6,378778047.2,410923236.2,464756638.5,519334096.7,565163750.6,567919502.8,471177008.1,482214092.3,435103853.5,400463452.1,341661643.6,332738245.9,375111894.9,413909879.3,456705434,516074229,608293860.3,597765363.1,681151190,932725578.8,1063879451,1129787202,1172268296,1154650066,1232699140,1303453616
Sierra Leone,779981458.9,679997997.6,768812334.8,911915970.7,870758739.4,941742152.7,850218033.6,672375927.3,669384768.9,635874002.2,1090467712,1253340520,1385810072,1448536631,1650494367,1885112202,2158496873,2505458705,2453899847,2578026297,2942546781,3801862611,4920343195,5015157816,4218723875,3556036535,3774270392
El Salvador,5252342400,5813399300,6680269200,7679384000,8921947100,9586327800,10221705900,10936669900,11284197000,11784927700,12282533600,12664190300,13243892200,13724810900,14698001400,15999886400,17011750900,17986886200,17601616000,18447922400,20283783700,21386153000,21977401900,22585841200,23166030400,23912227500,24805439600
San Marino,,,,,,,,,1215640315,1101897918,1160626398,1253529080,1600451467,1877328036,1958711603,2092585623,2488365727,2752307016,2363156432,2139072848,2054489853,1800077091,1865374403,1845561895,1569258068,1590707965,1658778454
Somalia,,,,,,,,,,,,,,,,,,,,,,,6486974549,6568443573,6631336625,6752653099,7368560695
Serbia,,,,,16750000000,20948677840,24147996550,18284194680,18409364147,6540247190,12267175481,16116843146,21188704081,24861483281,26252007830,30607991862,40289556656,49259526053,42616653300,39460357731,46466728667,40742313861,45519650911,44210806366,37160332465,38299854688,41431648801
Sub-Saharan Africa (excluding high income),3.17101E+11,3.15454E+11,2.99427E+11,2.91471E+11,3.36698E+11,3.47591E+11,3.59684E+11,3.39308E+11,3.41571E+11,3.6629E+11,3.41013E+11,3.65513E+11,4.66828E+11,5.81412E+11,6.82877E+11,7.9966E+11,9.3026E+11,1.0649E+12,1.02231E+12,1.36331E+12,1.53739E+12,1.61227E+12,1.70144E+12,1.78251E+12,1.60869E+12,1.51105E+12,1.64723E+12
South Sudan,,,,,,,,,,,,,,,,,,,,,17273335564,11266779661,14940338983,15099661017,10906867790,2904114903,
Sub-Saharan Africa,3.17476E+11,3.15889E+11,2.99904E+11,2.9196E+11,3.37209E+11,3.48097E+11,3.6025E+11,3.3992E+11,3.42197E+11,3.66909E+11,3.41639E+11,3.66214E+11,4.67538E+11,5.82255E+11,6.838E+11,8.0068E+11,9.31297E+11,1.06587E+12,1.02316E+12,1.36427E+12,1.53845E+12,1.61333E+12,1.70277E+12,1.78385E+12,1.61006E+12,1.51247E+12,1.64871E+12
Small states,75943887165,80862200062,79656606277,83879533411,95021940316,1.01201E+11,1.08626E+11,1.08352E+11,1.16362E+11,1.2917E+11,1.29567E+11,1.38698E+11,1.65354E+11,1.99322E+11,2.38335E+11,2.7744E+11,3.32196E+11,4.00835E+11,3.42552E+11,3.93491E+11,4.76513E+11,4.97533E+11,5.14924E+11,5.28565E+11,4.52163E+11,4.41234E+11,4.81208E+11
Sao Tome and Principe,,,,,,,,,,,71630592.22,79863374.95,95544010.78,104486043.5,125146438.7,133324919,144616696.8,188021168.8,187821029,197454053.1,233213522.6,252560557.1,302925489.7,348941656.8,315520894.9,354238109.3,390871568.6
Suriname,448300000,404600000,428794117.6,605492537.3,693970588.2,860630922.7,929607500,945000000,885444186,892164393.9,763465550.5,1078402128,1271196078,1484092538,1793754805,2626380435,2936612022,3532969035,3875409836,4368398048,4422276622,4980000000,5145757576,5240606061,4826587058,3278425328,3324385325
Slovak Republic,14213045494,15431288006,16452201101,20079363626,25733043137,27821913815,27660149541,29828899206,30415095887,29114875622,30703017450,35083608131,46731767494,57240535138,62697540107,70596729394,86304245825,1.00325E+11,88945625174,89501012916,98181259740,93413992956,98478349315,1.00948E+11,87501423882,89768598023,95769031980
Slovenia,,,,,21273055398,21480023017,20749140606,22125435372,22689994990,20342201356,20875387068,23563576758,29697448108,34470227454,36346974008,39587732029,48114688201,55589849128,50244793832,48013606745,51290792018,46352802766,48116256926,49904928335,43072415017,44708598649,48769655479
Sweden,2.70363E+11,2.80312E+11,2.09951E+11,2.2608E+11,2.64052E+11,2.88104E+11,2.64478E+11,2.668E+11,2.70848E+11,2.59802E+11,2.39917E+11,2.63926E+11,3.31109E+11,3.81705E+11,3.89042E+11,4.20032E+11,4.87816E+11,5.13966E+11,4.29657E+11,4.88378E+11,5.6311E+11,5.43881E+11,5.78742E+11,5.73818E+11,4.97918E+11,5.1446E+11,5.3804E+11
Eswatini,1156141998,1284766234,1357206996,1419293455,1698982438,1602760100,1716699913,1576904292,1547884442,1738100853,1542477309,1432228125,2197612701,2770082792,3178126492,3291353836,3469363996,3294093485,3580417067,4438778424,4820499924,4823831657,4560713074,4377293816,4020275298,3720649375,4408564260
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,374359556.1,433667193.8,473916819.5,486451204.6,508221508.2,503068472.2,562958836.5,608369282.2,622985493.7,614879764.8,622262057.2,697518248.2,705704816,839319927.3,919103254.5,1016418229,1033561654,967199594,847397850.1,969936525.3,1065826670,1059498884,1328091524,1342997306,1375604279,1425929444,1485994387
Syrian Arab Republic,12981833333,13253565899,13695962019,10122020000,11396706587,13789560878,14505233969,15200846138,15873875969,19325894913,21099833784,21582248882,21828144686,25086930693,28858965517,33332844575,40405006007,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,1877138042,1881847677,1463251055,1179837955,1445919970,1607345450,1544689503,1744794457,1534673583,1385058162,1709347793,1987622279,2736666516,4414929220,6646663561,7422102656,8638711443,10351932604,9253484108,10657705536,12156380425,12368071039,12949854263,13922223234,10985793715,9412034269,9981303726
East Asia & Pacific (IDA & IBRD countries),7.18052E+11,8.04653E+11,8.83381E+11,1.06264E+12,1.31157E+12,1.50647E+12,1.5604E+12,1.43016E+12,1.57319E+12,1.7316E+12,1.84234E+12,2.03905E+12,2.30798E+12,2.67669E+12,3.10087E+12,3.73488E+12,4.72345E+12,5.97985E+12,6.48617E+12,7.86712E+12,9.61724E+12,1.07289E+13,1.18418E+13,1.27329E+13,1.32456E+13,1.34834E+13,1.4714E+13
Europe & Central Asia (IDA & IBRD countries),1.00841E+12,9.44225E+11,9.3123E+11,8.37243E+11,9.18931E+11,9.47705E+11,9.79133E+11,9.46229E+11,8.20214E+11,8.9194E+11,9.07525E+11,1.01903E+12,1.25494E+12,1.62257E+12,2.0324E+12,2.45892E+12,3.16077E+12,3.91157E+12,3.10023E+12,3.63443E+12,4.41986E+12,4.61148E+12,4.89378E+12,4.62459E+12,3.60163E+12,3.46604E+12,3.87986E+12
Togo,1602299863,1692959110,1233496846,982624324.5,1309382885,1465448290,1498950899,1587345951,1576094566,1294250233,1332328999,1474630207,1673690430,1937074572,2115154262,2202809251,2523462557,3163416242,3163000529,3172945645,3756023160,3866618282,4080929201,4482880424,4087775415,4388569576,4812554346
Thailand,98234695722,1.11453E+11,1.2889E+11,1.46683E+11,1.69279E+11,1.83035E+11,1.5018E+11,1.13676E+11,1.26669E+11,1.26392E+11,1.20297E+11,1.34301E+11,1.52281E+11,1.72895E+11,1.89318E+11,2.21758E+11,2.62943E+11,2.91383E+11,2.8171E+11,3.41105E+11,3.70819E+11,3.97558E+11,4.20333E+11,4.07339E+11,4.01399E+11,4.11755E+11,4.55221E+11
Tajikistan,2534720480,1909246641,1646693642,1346074611,1231523035,1043893063,921843144.2,1320126706,1086567378,860550305.8,1080774007,1221113780,1554125531,2076148696,2312319579,2830236054,3719497371,5161336170,4979481980,5642178580,6522732203,7633049792,8506674783,9236309138,7853450374,6951657159,7145701019
Turkmenistan,3208098919,3200539816,3179225949,2561118608,2482228440,2379281768,2450084970,2605688065,2450686660,2904662605,3534803922,4461978499,5977560877,6838351088,8104355717,10277598152,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799628571,36179885714,42355428571
Latin America & the Caribbean (IDA & IBRD countries),1.37227E+12,1.29059E+12,1.49084E+12,1.7165E+12,1.82942E+12,1.98932E+12,2.1849E+12,2.19774E+12,1.96647E+12,2.17357E+12,2.11518E+12,1.88112E+12,1.91847E+12,2.22141E+12,2.70581E+12,3.18122E+12,3.76665E+12,4.39856E+12,4.11881E+12,5.14637E+12,5.87041E+12,5.92533E+12,6.07027E+12,6.187E+12,5.27806E+12,5.13444E+12,5.70471E+12
Timor-Leste,,,,,,,,,,439543789.9,517685310,510739436.3,543358124.6,1078398152,1813734851,2657852897,2881025963,4391333476,3199550317,3998696649,5681940845,6671047974,5649813361,4045377828,3104426021,2521007679,2954621000
Middle East & North Africa (IDA & IBRD countries),,,2.88738E+11,2.96103E+11,3.3762E+11,3.91919E+11,4.02271E+11,4.08028E+11,4.31557E+11,4.47298E+11,4.63334E+11,4.50128E+11,5.07822E+11,5.8862E+11,6.93624E+11,8.06509E+11,9.97382E+11,1.22877E+12,1.18867E+12,1.37462E+12,1.55806E+12,1.717E+12,1.61066E+12,1.5846E+12,1.42243E+12,1.43108E+12,1.41701E+12
Tonga,132201141.4,137066290.6,138489884.4,193775943,202547013.9,219583570.1,212155124.7,188686997.3,196686674.7,202363492.2,181244788.5,182737040.1,202543202,229358214.8,262176133.7,294137737.1,300143056.9,349484427.6,318166562.8,369485198.8,423011844.3,472358251.2,450686353.7,443911052.3,435438217.3,401562006.2,426057453.1
South Asia (IDA & IBRD),3.57724E+11,3.7983E+11,3.7624E+11,4.26649E+11,4.74034E+11,5.18625E+11,5.44006E+11,5.51628E+11,5.90949E+11,6.14756E+11,6.30832E+11,6.6325E+11,7.74467E+11,8.97927E+11,1.02864E+12,1.17624E+12,1.48869E+12,1.51564E+12,1.66559E+12,2.04214E+12,2.272E+12,2.29791E+12,2.35685E+12,2.58199E+12,2.69527E+12,2.90312E+12,3.29174E+12
Sub-Saharan Africa (IDA & IBRD countries),3.17476E+11,3.15889E+11,2.99904E+11,2.9196E+11,3.37209E+11,3.48097E+11,3.6025E+11,3.3992E+11,3.42197E+11,3.66909E+11,3.41639E+11,3.66214E+11,4.67538E+11,5.82255E+11,6.838E+11,8.0068E+11,9.31297E+11,1.06587E+12,1.02316E+12,1.36427E+12,1.53845E+12,1.61333E+12,1.70277E+12,1.78385E+12,1.61006E+12,1.51247E+12,1.64871E+12
Trinidad and Tobago,5307905882,5439552941,4669488516,4947205860,5329214163,5759537726,5737751332,6043694330,6808982521,8154338233,8824873259,9008273721,11305459802,13280275123,15982282462,18369070085,21642304046,27870257894,19175196446,22157948396,25433011405,25622915889,26578524198,27199856454,24402499451,22320008403,22104775828
Tunisia,13074782609,15497286296,14608946896,15632463424,18030876599,19587322786,20746360430,21803372267,22943685719,21473188882,22066101341,23142294436,27453084983,31183139301,32273007554,34378437265,38908069299,44856586316,43454935940,44050929160,45810626509,45044112939,46251061734,47587913059,43156708809,42062549395,40256675209
Turkey,1.50028E+11,1.58459E+11,1.8017E+11,1.3069E+11,1.69486E+11,1.81476E+11,1.89835E+11,2.75769E+11,2.55884E+11,2.72979E+11,2.00252E+11,2.38428E+11,3.11823E+11,4.04787E+11,5.01416E+11,5.52487E+11,6.7577E+11,7.64336E+11,6.4464E+11,7.71902E+11,8.32524E+11,8.73982E+11,9.50579E+11,9.34186E+11,8.59797E+11,8.63722E+11,8.51102E+11
Tuvalu,9365165.914,9742949.471,9630762.954,10886825.56,11025945.14,12334846.23,12700905.45,12757632.87,13687141.11,13742057.05,13196544.95,15450994.24,18231078.54,21534931.61,21839098.89,22902861.45,27030374.03,30290219.76,27101076.28,31823518.62,38711827.75,37671734.83,37509122.07,37290587.5,35556038.82,36572611.89,39731317.3
Tanzania,4956588279,4601413264,4257702197,4510846968,5255221425,6496195451,7683852497,9345174219,9697847264,10185786383,10383560603,10805599893,11659129889,12825801581,16929976600,18610460327,21501741757,27368386358,28573777052,31407908612,33878631649,39087748240,44413616116,48219734752,45623490992,47388395823,52090320325
Uganda,3321729057,2857457860,3220439044,3990430447,5755818947,6044585327,6269333313,6584815847,5998563258,6193246837,5840503869,6178563591,6336696289,7940362799,9013834373,9942597780,12292813603,14239026630,18168902154,20186496527,20176025418,23114293019,24599550742,27291880327,27102650472,24078931744,25891058946
Ukraine,77464561150,73942235330,65648559903,52549555149,48213868178,44558077827,50150399792,41883241472,31580639045,31261527363,38009344577,42392896031,50132953288,64883060726,86142018069,1.07753E+11,1.42719E+11,1.79992E+11,1.17228E+11,1.36013E+11,1.6316E+11,1.75781E+11,1.8331E+11,1.33503E+11,91030959455,93270479389,1.12154E+11
Upper middle income,2.74826E+12,2.63314E+12,2.86561E+12,3.1277E+12,3.52286E+12,3.85181E+12,4.10934E+12,4.0541E+12,3.83466E+12,4.25184E+12,4.32758E+12,4.51205E+12,5.04289E+12,6.04387E+12,7.27757E+12,8.65703E+12,1.07705E+13,1.31589E+13,1.26853E+13,1.53624E+13,1.83653E+13,1.97033E+13,2.09818E+13,2.17035E+13,2.02108E+13,2.01089E+13,2.21684E+13
Uruguay,11205971155,12878199881,15002106518,17474647792,19297663097,20515543039,23969823010,25385928198,23983945191,22823255802,20898788417,13606494599,12045631093,13686329890,17362857684,19579457966,23410572634,30366213119,31660911277,40284481652,47962439304,51264390116,57531233351,57236013086,53274304222,52687612262,56156972158
United States,6.17404E+12,6.5393E+12,6.87872E+12,7.30876E+12,7.66406E+12,8.1002E+12,8.60852E+12,9.08917E+12,9.66062E+12,1.02848E+13,1.06218E+13,1.09775E+13,1.15107E+13,1.22749E+13,1.30937E+13,1.38559E+13,1.44776E+13,1.47186E+13,1.44187E+13,1.49644E+13,1.55179E+13,1.61553E+13,1.66915E+13,1.74276E+13,1.81207E+13,1.86245E+13,1.93906E+13
Uzbekistan,13677622222,12941297376,13099013836,12899156991,13350468917,13948892216,14744603774,14988971211,17078465982,13760374488,11401351420,9687951055,10128112401,12030023548,14307509839,17330833853,22311393928,29549438884,33689223673,39332770929,45915191189,51821573338,57690453461,63067077179,66903804143,67067565989,48717685984
St. Vincent and the Grenadines,254829629.6,277954111.1,286307814.8,289438481.5,316008481.5,331489703.7,347770000,373619851.9,390719148.1,396270000,430040370.4,461883444.4,481806296.3,521975111.1,550728666.7,610930037,651833333.3,695428851.9,674922481.5,681225963,676129407.4,692933740.7,721207148.1,725185185.2,756666666.7,765555555.6,789629629.6
"Venezuela, RB",51749026408,58450099415,58124193833,56531046465,74906532240,68263823149,85843534589,91331203433,97976886247,1.17141E+11,1.22904E+11,92893587734,83620628582,1.12453E+11,1.4551E+11,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),1671200000,1770899968,1996000000,,,,,,,,,3269000000,3453000000,3799000000,4439000000,4504000000,4803000000,4250000000,4203000000,4339000000,4239000000,4095000000,3764000000,3624000000,3765000000,,
Vietnam,9613369520,9866990236,13180953598,16286433533,20736164459,24657470575,26843700442,27209602050,28683659007,31172518403,32685198735,35064105501,39552513316,45427854693,57633255618,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,1.93241E+11,2.05276E+11,2.23864E+11
Vanuatu,188869985.7,196142585,188080374.4,219260341.1,233902114.9,245177633.2,255890221.8,262301252.8,267999225.3,272014693.1,257926881.7,262603781.8,314463144,364996869.1,394962552.3,439376794.1,526428309.9,607958616.1,610066628.7,700804286.2,792149700.7,781702874.1,801787555.9,814954307,737917151.4,787942567.4,862879789.4
World,2.39172E+13,2.54053E+13,2.58238E+13,2.77463E+13,3.0848E+13,3.15392E+13,3.1431E+13,3.13466E+13,3.2512E+13,3.35712E+13,3.33674E+13,3.46448E+13,3.88829E+13,4.37877E+13,4.74118E+13,5.1341E+13,5.78333E+13,6.34335E+13,6.01384E+13,6.59567E+13,7.32973E+13,7.49656E+13,7.70506E+13,7.91314E+13,7.48427E+13,7.59368E+13,8.06838E+13
Samoa,125597205.4,132303041.4,133122897.2,221098106.5,224865731.4,249908970.7,285475591.9,269481523.2,258833766.6,269019710.3,273088357.2,288078881.4,338838639.4,420320176.4,462649043,508503671.3,550970655.5,644132488.9,560959527.8,643046733.4,739785121.9,801168622.3,804808525.5,803589511.8,803985809.2,786356314.8,856626506
Kosovo,,,,,,,,,,1849196082,2535333632,2702427047,3355083117,3639935348,3736599925,4078158324,4833561456,5687488209,5653792720,5829933775,6686683347,6500192728,7073420074,7386891336,6439946767,6715486726,7128690557
"Yemen, Rep.",5930370370,6463649985,5368270615,4167356037,4258788725,5785685311,6839039030,6325219773,7641101221,9636342275,9854042165,10693278292,11777768087,13873500888,16753769532,19081722875,21656517484,26910851362,25130274124,30906748941,32726417212,35401325144,40415235702,43228582065,34602480339,18213328571,
South Africa,1.23943E+11,1.34545E+11,1.3431E+11,1.39752E+11,1.5546E+11,1.47608E+11,1.52586E+11,1.37774E+11,1.36632E+11,1.36362E+11,1.21601E+11,1.15748E+11,1.75257E+11,2.28937E+11,2.57671E+11,2.71811E+11,2.99034E+11,2.871E+11,2.97217E+11,3.75298E+11,4.16878E+11,3.96333E+11,3.66829E+11,3.50905E+11,3.17741E+11,2.95763E+11,3.49419E+11
Zambia,3378882353,3181921788,3273237853,3656647744,3807067122,3597220962,4303281932,3537683046,3404311977,3600683040,4094480988,4193845678,4901839731,6221077675,8331870169,12756858899,14056957976,17910858638,15328342304,20265556274,23460098340,25503370699,28045460442,27150630607,21154394546,20954754378,25808666422
Zimbabwe,8641481700,6751472200,6563813300,6890675000,7111270700,8553146600,8529571600,6401968200,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,8621573600,10141859700,12098450700,14242490300,15451768700,15891049200,16304667800,16619960400,17845821400